Code,POSITION,LEVEL,SKILLCODE,Description,RUN,DRIBBLE,QUICK,STAMINA,ELASTICITY,BODYCHECK,CROSS,SHORTPASS,LONGPASS,HEADSHOOT,SHORTSHOOT,LONGSHOOT,KEEPING,STEAL,TACKLE,CATCH,PUNCH,GUARD,MOVE,BODY,PASS,SHOOT,DEFENSE,GOALKEEP,TALENT
12338,23,38,0,-,105,55,97,55,50,55,85,90,85,45,45,97,55,87,45,0,0,0,0,0,0,0,0,0,0
12339,23,39,0,-,106,56,98,56,51,56,86,91,86,46,46,98,56,88,46,0,0,0,0,0,0,0,0,0,0
12340,23,40,0,-,107,57,101,57,52,57,87,92,87,47,47,101,57,91,47,0,0,0,0,0,0,0,0,0,0
12341,23,41,0,-,108,58,102,58,53,58,88,93,88,48,48,102,58,92,48,0,0,0,0,0,0,0,0,0,0
12342,23,42,0,-,110,60,105,60,55,60,90,95,90,50,50,105,60,95,50,0,0,0,0,0,0,0,0,0,0
12343,23,43,0,-,111,61,106,61,56,61,91,96,91,51,51,106,61,96,51,0,0,0,0,0,0,0,0,0,0
12344,23,44,0,-,112,62,108,62,57,62,92,97,92,52,52,108,62,98,52,0,0,0,0,0,0,0,0,0,0
12345,23,45,0,-,113,63,109,63,58,63,93,98,93,53,53,109,63,99,53,0,0,0,0,0,0,0,0,0,0
12346,23,46,0,-,115,65,112,65,60,65,95,100,95,55,55,112,65,102,55,0,0,0,0,0,0,0,0,0,0
12347,23,47,0,-,116,66,113,66,61,66,96,101,96,56,56,113,66,103,56,0,0,0,0,0,0,0,0,0,0
12348,23,48,0,-,117,67,115,67,62,67,97,102,97,57,57,115,67,105,57,0,0,0,0,0,0,0,0,0,0
12349,23,49,0,-,118,68,116,68,63,68,98,103,98,58,58,116,68,106,58,0,0,0,0,0,0,0,0,0,0
12350,23,50,0,-,120,70,119,70,65,70,100,105,100,60,60,119,70,109,60,0,0,0,0,0,0,0,0,0,0
12401,24,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12402,24,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12403,24,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12404,24,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12405,24,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12406,24,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12407,24,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12408,24,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12409,24,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
12410,24,10,0,-,82,32,47,32,27,32,62,67,62,22,22,47,32,37,22,0,0,0,0,0,0,0,0,0,0
12411,24,11,0,-,82,32,48,32,27,32,62,67,62,22,22,48,32,38,22,0,0,0,0,0,0,0,0,0,0
12412,24,12,0,-,83,33,50,33,28,33,63,68,63,23,23,50,33,40,23,0,0,0,0,0,0,0,0,0,0
12413,24,13,0,-,83,33,51,33,28,33,63,68,63,23,23,51,33,41,23,0,0,0,0,0,0,0,0,0,0
12414,24,14,0,-,84,34,53,34,29,34,64,69,64,24,24,53,34,43,24,0,0,0,0,0,0,0,0,0,0
12415,24,15,0,-,85,35,55,35,30,35,65,70,65,25,25,55,35,45,25,0,0,0,0,0,0,0,0,0,0
12416,24,16,0,-,86,36,57,36,31,36,66,71,66,26,26,57,36,47,26,0,0,0,0,0,0,0,0,0,0
12417,24,17,0,-,86,36,58,36,31,36,66,71,66,26,26,58,36,48,26,0,0,0,0,0,0,0,0,0,0
12418,24,18,0,-,87,37,60,37,32,37,67,72,67,27,27,60,37,50,27,0,0,0,0,0,0,0,0,0,0
12419,24,19,0,-,87,37,61,37,32,37,67,72,67,27,27,61,37,51,27,0,0,0,0,0,0,0,0,0,0
12420,24,20,0,-,89,39,65,39,34,39,69,74,69,29,29,65,39,55,29,0,0,0,0,0,0,0,0,0,0
12421,24,21,0,-,89,39,66,39,34,39,69,74,69,29,29,66,39,56,29,0,0,0,0,0,0,0,0,0,0
12422,24,22,0,-,90,40,68,40,35,40,70,75,70,30,30,68,40,58,30,0,0,0,0,0,0,0,0,0,0
12423,24,23,0,-,90,40,69,40,35,40,70,75,70,30,30,69,40,59,30,0,0,0,0,0,0,0,0,0,0
12424,24,24,0,-,91,41,71,41,36,41,71,76,71,31,31,71,41,61,31,0,0,0,0,0,0,0,0,0,0
12425,24,25,0,-,92,42,73,42,37,42,72,77,72,32,32,73,42,63,32,0,0,0,0,0,0,0,0,0,0
12426,24,26,0,-,93,43,75,43,38,43,73,78,73,33,33,75,43,65,33,0,0,0,0,0,0,0,0,0,0
12427,24,27,0,-,93,43,76,43,38,43,73,78,73,33,33,76,43,66,33,0,0,0,0,0,0,0,0,0,0
12428,24,28,0,-,94,44,78,44,39,44,74,79,74,34,34,78,44,68,34,0,0,0,0,0,0,0,0,0,0
12429,24,29,0,-,94,44,79,44,39,44,74,79,74,34,34,79,44,69,34,0,0,0,0,0,0,0,0,0,0
12430,24,30,0,-,96,46,82,46,41,46,76,81,76,36,36,82,46,72,36,0,0,0,0,0,0,0,0,0,0
12431,24,31,0,-,96,46,84,46,41,46,76,81,76,36,36,84,46,74,36,0,0,0,0,0,0,0,0,0,0
12432,24,32,0,-,97,47,86,47,42,47,77,82,77,37,37,86,47,76,37,0,0,0,0,0,0,0,0,0,0
12433,24,33,0,-,98,48,87,48,43,48,78,83,78,38,38,87,48,77,38,0,0,0,0,0,0,0,0,0,0
12434,24,34,0,-,100,50,90,50,45,50,80,85,80,40,40,90,50,80,40,0,0,0,0,0,0,0,0,0,0
12435,24,35,0,-,101,51,91,51,46,51,81,86,81,41,41,91,51,81,41,0,0,0,0,0,0,0,0,0,0
12436,24,36,0,-,102,52,93,52,47,52,82,87,82,42,42,93,52,83,42,0,0,0,0,0,0,0,0,0,0
12437,24,37,0,-,103,53,94,53,48,53,83,88,83,43,43,94,53,84,43,0,0,0,0,0,0,0,0,0,0
12438,24,38,0,-,105,55,97,55,50,55,85,90,85,45,45,97,55,87,45,0,0,0,0,0,0,0,0,0,0
12439,24,39,0,-,106,56,98,56,51,56,86,91,86,46,46,98,56,88,46,0,0,0,0,0,0,0,0,0,0
12440,24,40,0,-,107,57,101,57,52,57,87,92,87,47,47,101,57,91,47,0,0,0,0,0,0,0,0,0,0
12441,24,41,0,-,108,58,102,58,53,58,88,93,88,48,48,102,58,92,48,0,0,0,0,0,0,0,0,0,0
12442,24,42,0,-,110,60,105,60,55,60,90,95,90,50,50,105,60,95,50,0,0,0,0,0,0,0,0,0,0
12443,24,43,0,-,111,61,106,61,56,61,91,96,91,51,51,106,61,96,51,0,0,0,0,0,0,0,0,0,0
12444,24,44,0,-,112,62,108,62,57,62,92,97,92,52,52,108,62,98,52,0,0,0,0,0,0,0,0,0,0
12445,24,45,0,-,113,63,109,63,58,63,93,98,93,53,53,109,63,99,53,0,0,0,0,0,0,0,0,0,0
12446,24,46,0,-,115,65,112,65,60,65,95,100,95,55,55,112,65,102,55,0,0,0,0,0,0,0,0,0,0
12447,24,47,0,-,116,66,113,66,61,66,96,101,96,56,56,113,66,103,56,0,0,0,0,0,0,0,0,0,0
12448,24,48,0,-,117,67,115,67,62,67,97,102,97,57,57,115,67,105,57,0,0,0,0,0,0,0,0,0,0
12449,24,49,0,-,118,68,116,68,63,68,98,103,98,58,58,116,68,106,58,0,0,0,0,0,0,0,0,0,0
12450,24,50,0,-,120,70,119,70,65,70,100,105,100,60,60,119,70,109,60,0,0,0,0,0,0,0,0,0,0
13001,30,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13002,30,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13003,30,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13004,30,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13005,30,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13006,30,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13007,30,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13008,30,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13009,30,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13010,30,10,0,-,82,22,32,47,37,42,52,57,72,27,17,22,31,47,38,0,0,0,0,0,0,0,0,0,0
13011,30,11,0,-,82,22,32,48,37,42,52,57,72,27,17,22,31,48,39,0,0,0,0,0,0,0,0,0,0
13012,30,12,0,-,83,23,33,50,38,43,53,58,73,28,18,23,32,50,41,0,0,0,0,0,0,0,0,0,0
13013,30,13,0,-,83,23,33,51,38,43,53,58,73,28,18,23,32,51,42,0,0,0,0,0,0,0,0,0,0
13014,30,14,0,-,84,24,34,53,39,44,54,59,74,29,19,24,33,53,44,0,0,0,0,0,0,0,0,0,0
13015,30,15,0,-,85,25,35,55,40,45,55,60,75,30,20,25,34,55,46,0,0,0,0,0,0,0,0,0,0
13016,30,16,0,-,86,26,36,57,41,46,56,61,76,31,21,26,35,57,48,0,0,0,0,0,0,0,0,0,0
13017,30,17,0,-,86,26,36,58,41,46,56,61,76,31,21,26,35,58,49,0,0,0,0,0,0,0,0,0,0
13018,30,18,0,-,87,27,37,60,42,47,57,62,77,32,22,27,36,60,51,0,0,0,0,0,0,0,0,0,0
13019,30,19,0,-,87,27,37,61,42,47,57,62,77,32,22,27,36,61,52,0,0,0,0,0,0,0,0,0,0
13020,30,20,0,-,89,29,39,65,44,49,59,64,79,34,24,29,38,65,56,0,0,0,0,0,0,0,0,0,0
13021,30,21,0,-,89,29,39,66,44,49,59,64,79,34,24,29,38,66,57,0,0,0,0,0,0,0,0,0,0
13022,30,22,0,-,90,30,40,68,45,50,60,65,80,35,25,30,39,68,59,0,0,0,0,0,0,0,0,0,0
13023,30,23,0,-,90,30,40,69,45,50,60,65,80,35,25,30,39,69,60,0,0,0,0,0,0,0,0,0,0
13024,30,24,0,-,91,31,41,71,46,51,61,66,81,36,26,31,40,71,62,0,0,0,0,0,0,0,0,0,0
13025,30,25,0,-,92,32,42,73,47,52,62,67,82,37,27,32,41,73,64,0,0,0,0,0,0,0,0,0,0
13026,30,26,0,-,93,33,43,75,48,53,63,68,83,38,28,33,42,75,66,0,0,0,0,0,0,0,0,0,0
13027,30,27,0,-,93,33,43,76,48,53,63,68,83,38,28,33,42,76,67,0,0,0,0,0,0,0,0,0,0
13028,30,28,0,-,94,34,44,78,49,54,64,69,84,39,29,34,43,78,69,0,0,0,0,0,0,0,0,0,0
13029,30,29,0,-,94,34,44,79,49,54,64,69,84,39,29,34,43,79,70,0,0,0,0,0,0,0,0,0,0
13030,30,30,0,-,96,36,46,82,51,56,66,71,86,41,31,36,45,82,73,0,0,0,0,0,0,0,0,0,0
13031,30,31,0,-,96,36,46,84,51,56,66,71,86,41,31,36,45,84,75,0,0,0,0,0,0,0,0,0,0
13032,30,32,0,-,97,37,47,86,52,57,67,72,87,42,32,37,46,86,77,0,0,0,0,0,0,0,0,0,0
13033,30,33,0,-,98,38,48,87,53,58,68,73,88,43,33,38,46,87,79,0,0,0,0,0,0,0,0,0,0
13034,30,34,0,-,100,40,50,90,55,60,70,75,90,45,35,40,48,90,82,0,0,0,0,0,0,0,0,0,0
13035,30,35,0,-,101,41,51,91,56,61,71,76,91,46,36,41,48,91,84,0,0,0,0,0,0,0,0,0,0
13036,30,36,0,-,102,42,52,93,57,62,72,77,92,47,37,42,49,93,86,0,0,0,0,0,0,0,0,0,0
13037,30,37,0,-,103,43,53,94,58,63,73,78,93,48,38,43,49,94,88,0,0,0,0,0,0,0,0,0,0
13038,30,38,0,-,105,45,55,97,60,65,75,80,95,50,40,45,51,97,91,0,0,0,0,0,0,0,0,0,0
13039,30,39,0,-,106,46,56,98,61,66,76,81,96,51,41,46,51,98,93,0,0,0,0,0,0,0,0,0,0
13040,30,40,0,-,107,47,57,101,62,67,77,82,97,52,42,47,52,101,96,0,0,0,0,0,0,0,0,0,0
13041,30,41,0,-,108,48,58,102,63,68,78,83,98,53,43,48,52,102,98,0,0,0,0,0,0,0,0,0,0
13042,30,42,0,-,110,50,60,105,65,70,80,85,100,55,45,50,54,105,101,0,0,0,0,0,0,0,0,0,0
13043,30,43,0,-,111,51,61,106,66,71,81,86,101,56,46,51,54,106,103,0,0,0,0,0,0,0,0,0,0
13044,30,44,0,-,112,52,62,108,67,72,82,87,102,57,47,52,55,108,105,0,0,0,0,0,0,0,0,0,0
13045,30,45,0,-,113,53,63,109,68,73,83,88,103,58,48,53,55,109,107,0,0,0,0,0,0,0,0,0,0
13046,30,46,0,-,115,55,65,112,70,75,85,90,105,60,50,55,57,112,110,0,0,0,0,0,0,0,0,0,0
13047,30,47,0,-,116,56,66,113,71,76,86,91,106,61,51,56,57,113,112,0,0,0,0,0,0,0,0,0,0
13048,30,48,0,-,117,57,67,115,72,77,87,92,107,62,52,57,58,115,114,0,0,0,0,0,0,0,0,0,0
13049,30,49,0,-,118,58,68,116,73,78,88,93,108,63,53,58,58,116,116,0,0,0,0,0,0,0,0,0,0
13050,30,50,0,-,120,60,70,119,75,80,90,95,110,65,55,60,60,119,119,0,0,0,0,0,0,0,0,0,0
13101,31,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13102,31,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13103,31,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13104,31,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13105,31,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13106,31,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13107,31,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13108,31,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13109,31,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13110,31,10,0,-,82,22,32,47,37,42,52,57,72,27,17,22,31,47,38,0,0,0,0,0,0,0,0,0,0
13111,31,11,0,-,82,22,32,48,37,42,52,57,72,27,17,22,31,48,39,0,0,0,0,0,0,0,0,0,0
13112,31,12,0,-,83,23,33,50,38,43,53,58,73,28,18,23,32,50,41,0,0,0,0,0,0,0,0,0,0
13113,31,13,0,-,83,23,33,51,38,43,53,58,73,28,18,23,32,51,42,0,0,0,0,0,0,0,0,0,0
13114,31,14,0,-,84,24,34,53,39,44,54,59,74,29,19,24,33,53,44,0,0,0,0,0,0,0,0,0,0
13115,31,15,0,-,85,25,35,55,40,45,55,60,75,30,20,25,34,55,46,0,0,0,0,0,0,0,0,0,0
13116,31,16,0,-,86,26,36,57,41,46,56,61,76,31,21,26,35,57,48,0,0,0,0,0,0,0,0,0,0
13117,31,17,0,-,86,26,36,58,41,46,56,61,76,31,21,26,35,58,49,0,0,0,0,0,0,0,0,0,0
13118,31,18,0,-,87,27,37,60,42,47,57,62,77,32,22,27,36,60,51,0,0,0,0,0,0,0,0,0,0
13119,31,19,0,-,87,27,37,61,42,47,57,62,77,32,22,27,36,61,52,0,0,0,0,0,0,0,0,0,0
13120,31,20,0,-,89,29,39,65,44,49,59,64,79,34,24,29,38,65,56,0,0,0,0,0,0,0,0,0,0
13121,31,21,0,-,89,29,39,66,44,49,59,64,79,34,24,29,38,66,57,0,0,0,0,0,0,0,0,0,0
13122,31,22,0,-,90,30,40,68,45,50,60,65,80,35,25,30,39,68,59,0,0,0,0,0,0,0,0,0,0
13123,31,23,0,-,90,30,40,69,45,50,60,65,80,35,25,30,39,69,60,0,0,0,0,0,0,0,0,0,0
13124,31,24,0,-,91,31,41,71,46,51,61,66,81,36,26,31,40,71,62,0,0,0,0,0,0,0,0,0,0
13125,31,25,0,-,92,32,42,73,47,52,62,67,82,37,27,32,41,73,64,0,0,0,0,0,0,0,0,0,0
13126,31,26,0,-,93,33,43,75,48,53,63,68,83,38,28,33,42,75,66,0,0,0,0,0,0,0,0,0,0
13127,31,27,0,-,93,33,43,76,48,53,63,68,83,38,28,33,42,76,67,0,0,0,0,0,0,0,0,0,0
13128,31,28,0,-,94,34,44,78,49,54,64,69,84,39,29,34,43,78,69,0,0,0,0,0,0,0,0,0,0
13129,31,29,0,-,94,34,44,79,49,54,64,69,84,39,29,34,43,79,70,0,0,0,0,0,0,0,0,0,0
13130,31,30,0,-,96,36,46,82,51,56,66,71,86,41,31,36,45,82,73,0,0,0,0,0,0,0,0,0,0
13131,31,31,0,-,96,36,46,84,51,56,66,71,86,41,31,36,45,84,75,0,0,0,0,0,0,0,0,0,0
13132,31,32,0,-,97,37,47,86,52,57,67,72,87,42,32,37,46,86,77,0,0,0,0,0,0,0,0,0,0
13133,31,33,0,-,98,38,48,87,53,58,68,73,88,43,33,38,46,87,79,0,0,0,0,0,0,0,0,0,0
13134,31,34,0,-,100,40,50,90,55,60,70,75,90,45,35,40,48,90,82,0,0,0,0,0,0,0,0,0,0
13135,31,35,0,-,101,41,51,91,56,61,71,76,91,46,36,41,48,91,84,0,0,0,0,0,0,0,0,0,0
13136,31,36,0,-,102,42,52,93,57,62,72,77,92,47,37,42,49,93,86,0,0,0,0,0,0,0,0,0,0
13137,31,37,0,-,103,43,53,94,58,63,73,78,93,48,38,43,49,94,88,0,0,0,0,0,0,0,0,0,0
13138,31,38,0,-,105,45,55,97,60,65,75,80,95,50,40,45,51,97,91,0,0,0,0,0,0,0,0,0,0
13139,31,39,0,-,106,46,56,98,61,66,76,81,96,51,41,46,51,98,93,0,0,0,0,0,0,0,0,0,0
13140,31,40,0,-,107,47,57,101,62,67,77,82,97,52,42,47,52,101,96,0,0,0,0,0,0,0,0,0,0
13141,31,41,0,-,108,48,58,102,63,68,78,83,98,53,43,48,52,102,98,0,0,0,0,0,0,0,0,0,0
13142,31,42,0,-,110,50,60,105,65,70,80,85,100,55,45,50,54,105,101,0,0,0,0,0,0,0,0,0,0
13143,31,43,0,-,111,51,61,106,66,71,81,86,101,56,46,51,54,106,103,0,0,0,0,0,0,0,0,0,0
13144,31,44,0,-,112,52,62,108,67,72,82,87,102,57,47,52,55,108,105,0,0,0,0,0,0,0,0,0,0
13145,31,45,0,-,113,53,63,109,68,73,83,88,103,58,48,53,55,109,107,0,0,0,0,0,0,0,0,0,0
13146,31,46,0,-,115,55,65,112,70,75,85,90,105,60,50,55,57,112,110,0,0,0,0,0,0,0,0,0,0
13147,31,47,0,-,116,56,66,113,71,76,86,91,106,61,51,56,57,113,112,0,0,0,0,0,0,0,0,0,0
13148,31,48,0,-,117,57,67,115,72,77,87,92,107,62,52,57,58,115,114,0,0,0,0,0,0,0,0,0,0
13149,31,49,0,-,118,58,68,116,73,78,88,93,108,63,53,58,58,116,116,0,0,0,0,0,0,0,0,0,0
13150,31,50,0,-,120,60,70,119,75,80,90,95,110,65,55,60,60,119,119,0,0,0,0,0,0,0,0,0,0
13201,32,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13202,32,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13203,32,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13204,32,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13205,32,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13206,32,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13207,32,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13208,32,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13209,32,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13210,32,10,0,-,82,22,32,47,37,42,52,57,72,27,17,22,31,47,38,0,0,0,0,0,0,0,0,0,0
13211,32,11,0,-,82,22,32,48,37,42,52,57,72,27,17,22,31,48,39,0,0,0,0,0,0,0,0,0,0
13212,32,12,0,-,83,23,33,50,38,43,53,58,73,28,18,23,32,50,41,0,0,0,0,0,0,0,0,0,0
13213,32,13,0,-,83,23,33,51,38,43,53,58,73,28,18,23,32,51,42,0,0,0,0,0,0,0,0,0,0
13214,32,14,0,-,84,24,34,53,39,44,54,59,74,29,19,24,33,53,44,0,0,0,0,0,0,0,0,0,0
13215,32,15,0,-,85,25,35,55,40,45,55,60,75,30,20,25,34,55,46,0,0,0,0,0,0,0,0,0,0
13216,32,16,0,-,86,26,36,57,41,46,56,61,76,31,21,26,35,57,48,0,0,0,0,0,0,0,0,0,0
13217,32,17,0,-,86,26,36,58,41,46,56,61,76,31,21,26,35,58,49,0,0,0,0,0,0,0,0,0,0
13218,32,18,0,-,87,27,37,60,42,47,57,62,77,32,22,27,36,60,51,0,0,0,0,0,0,0,0,0,0
13219,32,19,0,-,87,27,37,61,42,47,57,62,77,32,22,27,36,61,52,0,0,0,0,0,0,0,0,0,0
13220,32,20,0,-,89,29,39,65,44,49,59,64,79,34,24,29,38,65,56,0,0,0,0,0,0,0,0,0,0
13221,32,21,0,-,89,29,39,66,44,49,59,64,79,34,24,29,38,66,57,0,0,0,0,0,0,0,0,0,0
13222,32,22,0,-,90,30,40,68,45,50,60,65,80,35,25,30,39,68,59,0,0,0,0,0,0,0,0,0,0
13223,32,23,0,-,90,30,40,69,45,50,60,65,80,35,25,30,39,69,60,0,0,0,0,0,0,0,0,0,0
13224,32,24,0,-,91,31,41,71,46,51,61,66,81,36,26,31,40,71,62,0,0,0,0,0,0,0,0,0,0
13225,32,25,0,-,92,32,42,73,47,52,62,67,82,37,27,32,41,73,64,0,0,0,0,0,0,0,0,0,0
13226,32,26,0,-,93,33,43,75,48,53,63,68,83,38,28,33,42,75,66,0,0,0,0,0,0,0,0,0,0
13227,32,27,0,-,93,33,43,76,48,53,63,68,83,38,28,33,42,76,67,0,0,0,0,0,0,0,0,0,0
13228,32,28,0,-,94,34,44,78,49,54,64,69,84,39,29,34,43,78,69,0,0,0,0,0,0,0,0,0,0
13229,32,29,0,-,94,34,44,79,49,54,64,69,84,39,29,34,43,79,70,0,0,0,0,0,0,0,0,0,0
13230,32,30,0,-,96,36,46,82,51,56,66,71,86,41,31,36,45,82,73,0,0,0,0,0,0,0,0,0,0
13231,32,31,0,-,96,36,46,84,51,56,66,71,86,41,31,36,45,84,75,0,0,0,0,0,0,0,0,0,0
13232,32,32,0,-,97,37,47,86,52,57,67,72,87,42,32,37,46,86,77,0,0,0,0,0,0,0,0,0,0
13233,32,33,0,-,98,38,48,87,53,58,68,73,88,43,33,38,46,87,79,0,0,0,0,0,0,0,0,0,0
13234,32,34,0,-,100,40,50,90,55,60,70,75,90,45,35,40,48,90,82,0,0,0,0,0,0,0,0,0,0
13235,32,35,0,-,101,41,51,91,56,61,71,76,91,46,36,41,48,91,84,0,0,0,0,0,0,0,0,0,0
13236,32,36,0,-,102,42,52,93,57,62,72,77,92,47,37,42,49,93,86,0,0,0,0,0,0,0,0,0,0
13237,32,37,0,-,103,43,53,94,58,63,73,78,93,48,38,43,49,94,88,0,0,0,0,0,0,0,0,0,0
13238,32,38,0,-,105,45,55,97,60,65,75,80,95,50,40,45,51,97,91,0,0,0,0,0,0,0,0,0,0
13239,32,39,0,-,106,46,56,98,61,66,76,81,96,51,41,46,51,98,93,0,0,0,0,0,0,0,0,0,0
13240,32,40,0,-,107,47,57,101,62,67,77,82,97,52,42,47,52,101,96,0,0,0,0,0,0,0,0,0,0
13241,32,41,0,-,108,48,58,102,63,68,78,83,98,53,43,48,52,102,98,0,0,0,0,0,0,0,0,0,0
13242,32,42,0,-,110,50,60,105,65,70,80,85,100,55,45,50,54,105,101,0,0,0,0,0,0,0,0,0,0
13243,32,43,0,-,111,51,61,106,66,71,81,86,101,56,46,51,54,106,103,0,0,0,0,0,0,0,0,0,0
13244,32,44,0,-,112,52,62,108,67,72,82,87,102,57,47,52,55,108,105,0,0,0,0,0,0,0,0,0,0
13245,32,45,0,-,113,53,63,109,68,73,83,88,103,58,48,53,55,109,107,0,0,0,0,0,0,0,0,0,0
13246,32,46,0,-,115,55,65,112,70,75,85,90,105,60,50,55,57,112,110,0,0,0,0,0,0,0,0,0,0
13247,32,47,0,-,116,56,66,113,71,76,86,91,106,61,51,56,57,113,112,0,0,0,0,0,0,0,0,0,0
13248,32,48,0,-,117,57,67,115,72,77,87,92,107,62,52,57,58,115,114,0,0,0,0,0,0,0,0,0,0
13249,32,49,0,-,118,58,68,116,73,78,88,93,108,63,53,58,58,116,116,0,0,0,0,0,0,0,0,0,0
13250,32,50,0,-,120,60,70,119,75,80,90,95,110,65,55,60,60,119,119,0,0,0,0,0,0,0,0,0,0
13301,33,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13302,33,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13303,33,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13304,33,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13305,33,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13306,33,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13307,33,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13308,33,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13309,33,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13310,33,10,0,-,82,22,32,47,37,42,52,57,72,27,17,22,31,47,38,0,0,0,0,0,0,0,0,0,0
13311,33,11,0,-,82,22,32,48,37,42,52,57,72,27,17,22,31,48,39,0,0,0,0,0,0,0,0,0,0
13312,33,12,0,-,83,23,33,50,38,43,53,58,73,28,18,23,32,50,41,0,0,0,0,0,0,0,0,0,0
13313,33,13,0,-,83,23,33,51,38,43,53,58,73,28,18,23,32,51,42,0,0,0,0,0,0,0,0,0,0
