Index,Code,FacultyName,FacultyCode,SituationText,SituationCode,RATIO1,RATIO2,LEVEL5,LEVEL10,LEVEL15,LEVEL20,LEVEL25,LEVEL30,LEVEL35,LEVEL40,LEVEL45,LEVEL50,BONUS_RATE,PRICE,HAIR,TATTOO,SHIRTS,PANTS,GLOVE,SHOES,SOCKS,EYE,EAR,NECK,MASK,MUFFLER,BAG,WRIST,ARM,KNEE,RARE_RATIO,SPECIAL_RATIO
308,11010500,몸싸움,105,중앙 지역에서,110,120,26080,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
309,11010700,숏패스,107,중앙 지역에서,110,120,26200,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
310,11010800,롱패스,108,중앙 지역에서,110,120,26320,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
311,11010900,헤딩슛,109,중앙 지역에서,110,120,26440,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
312,11011200,키핑,112,중앙 지역에서,110,120,26560,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
313,11011300,스틸,113,중앙 지역에서,110,120,26680,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
314,11011400,태클,114,중앙 지역에서,110,120,26800,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
315,11020000,공격력,200,중앙 지역에서,110,300,27100,3,4,5,5,6,6,7,7,8,9,10,3,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
316,11020100,수비력,201,중앙 지역에서,110,60,27160,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
317,11020200,제공권,202,중앙 지역에서,110,60,27220,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
318,11020300,패스능력,203,중앙 지역에서,110,60,27280,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
319,11020400,이동능력,204,중앙 지역에서,110,60,27340,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
320,11020500,체력,205,중앙 지역에서,110,60,27400,3,4,5,5,6,6,7,7,8,9,10,16,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
321,11020600,돌파력,206,중앙 지역에서,110,60,27460,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
322,11021200,치명적 태클율,212,중앙 지역에서,110,200,27660,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
323,11021300,치명적 스틸율,213,중앙 지역에서,110,200,27860,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
324,11020600,돌파력,206,중앙 지역에서,110,30,27890,3,4,5,5,6,6,7,7,8,9,10,33,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
325,11120700,모든 능력치,207,노마크시,111,40,27930,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
326,11110000,달리기,100,노마크시,111,120,28050,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
327,11110100,드리블,101,노마크시,111,120,28170,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
328,11110200,순발력,102,노마크시,111,120,28290,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
329,11110300,지구력,103,노마크시,111,120,28410,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
330,11110400,탄력,104,노마크시,111,120,28530,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
331,11110500,몸싸움,105,노마크시,111,120,28650,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
332,11110600,크로스,106,노마크시,111,50,28700,3,3,4,5,6,7,8,9,10,11,8,20,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
333,11110700,숏패스,107,노마크시,111,120,28820,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
334,11110800,롱패스,108,노마크시,111,120,28940,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
335,11110900,헤딩슛,109,노마크시,111,120,29060,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
336,11111000,단거리슛,110,노마크시,111,60,29120,3,3,4,5,6,7,8,9,10,11,8,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0
337,11111100,중거리슛,111,노마크시,111,120,29240,3,3,4,5,6,7,8,9,10,11,8,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
338,11120000,공격력,200,노마크시,111,30,29270,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
339,11120200,제공권,202,노마크시,111,30,29300,3,4,5,5,6,6,7,7,8,9,10,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
340,11120300,패스능력,203,노마크시,111,30,29330,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
341,11120400,이동능력,204,노마크시,111,30,29360,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
342,11120500,체력,205,노마크시,111,30,29390,3,4,5,5,6,6,7,7,8,9,10,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
343,11121000,치명적 단거리율,210,노마크시,111,200,29590,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
344,11121100,치명적 중거리율,211,노마크시,111,200,29790,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
345,11121200,치명적 태클율,212,노마크시,111,200,29990,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
346,11121300,치명적 스틸율,213,노마크시,111,200,30190,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
347,11121400,치명적 헤딩율,214,노마크시,111,200,30390,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
348,11121500,치명적 몸싸움율,215,노마크시,111,200,30590,3,4,5,6,7,8,9,10,11,12,160,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0
349,11220700,모든 능력치,207,같은팀 진영에서,112,40,30630,2,3,4,4,5,5,6,6,7,7,20,25,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0
350,11210000,달리기,100,같은팀 진영에서,112,120,30750,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
351,11210100,드리블,101,같은팀 진영에서,112,120,30870,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
352,11210200,순발력,102,같은팀 진영에서,112,120,30990,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
353,11210300,지구력,103,같은팀 진영에서,112,120,31110,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
354,11210400,탄력,104,같은팀 진영에서,112,120,31230,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
355,11210500,몸싸움,105,같은팀 진영에서,112,120,31350,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
356,11210700,숏패스,107,같은팀 진영에서,112,120,31470,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
357,11210800,롱패스,108,같은팀 진영에서,112,120,31590,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
358,11210900,헤딩슛,109,같은팀 진영에서,112,120,31710,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
359,11211200,키핑,112,같은팀 진영에서,112,120,31830,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
360,11211300,스틸,113,같은팀 진영에서,112,120,31950,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
361,11211400,태클,114,같은팀 진영에서,112,120,32070,3,3,4,5,6,7,8,9,10,11,8,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0
362,11220000,공격력,200,같은팀 진영에서,112,300,32370,3,4,5,5,6,6,7,7,8,9,10,3,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0
363,11220100,수비력,201,같은팀 진영에서,112,60,32430,3,4,5,5,6,6,7,7,8,9,10,16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0
364,11220200,제공권,202,같은팀 진영에서,112,60,32490,3,4,5,5,6,6,7,7,8,9,10,16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0
365,11220300,패스능력,203,같은팀 진영에서,112,60,32550,3,4,5,5,6,6,7,7,8,9,10,16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0
366,11220400,이동능력,204,같은팀 진영에서,112,60,32610,3,4,5,5,6,6,7,7,8,9,10,16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0
367,11220500,체력,205,같은팀 진영에서,112,60,32670,3,4,5,5,6,6,7,7,8,9,10,16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0
368,11220600,돌파력,206,같은팀 진영에서,112,60,32730,3,4,5,5,6,6,7,7,8,9,10,16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0
369,11221000,치명적 단거리율,210,같은팀 진영에서,112,200,32930,3,4,5,6,7,8,9,10,11,12,40,5,200,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0
370,11221100,치명적 중거리율,211,같은팀 진영에서,112,200,33130,3,4,5,6,7,8,9,10,11,12,40,5,200,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0
371,11221200,치명적 태클율,212,같은팀 진영에서,112,200,33330,3,4,5,6,7,8,9,10,11,12,100,5,200,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0
372,11221300,치명적 스틸율,213,같은팀 진영에서,112,200,33530,3,4,5,6,7,8,9,10,11,12,160,5,200,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0
373,11221400,치명적 헤딩율,214,같은팀 진영에서,112,200,33730,3,4,5,6,7,8,9,10,11,12,160,5,200,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0
374,11221500,치명적 몸싸움율,215,같은팀 진영에서,112,200,33930,3,4,5,6,7,8,9,10,11,12,160,5,200,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0
375,11320700,모든 능력치,207,상대팀 진영에서,113,40,33970,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
376,11310000,달리기,100,상대팀 진영에서,113,120,34090,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
377,11310100,드리블,101,상대팀 진영에서,113,120,34210,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
378,11310200,순발력,102,상대팀 진영에서,113,120,34330,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
379,11310300,지구력,103,상대팀 진영에서,113,120,34450,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
380,11310400,탄력,104,상대팀 진영에서,113,120,34570,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
381,11310500,몸싸움,105,상대팀 진영에서,113,120,34690,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
382,11310600,크로스,106,상대팀 진영에서,113,50,34740,3,3,4,5,6,7,8,9,10,11,8,20,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
383,11310700,숏패스,107,상대팀 진영에서,113,120,34860,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
384,11310800,롱패스,108,상대팀 진영에서,113,120,34980,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
385,11310900,헤딩슛,109,상대팀 진영에서,113,120,35100,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
386,11311000,단거리슛,110,상대팀 진영에서,113,60,35160,3,3,4,5,6,7,8,9,10,11,8,16,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
387,11311100,중거리슛,111,상대팀 진영에서,113,120,35280,3,3,4,5,6,7,8,9,10,11,8,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
388,11311200,키핑,112,상대팀 진영에서,113,60,35340,3,3,4,5,6,7,8,9,10,11,8,16,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
389,11311300,스틸,113,상대팀 진영에서,113,120,35460,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
390,11311400,태클,114,상대팀 진영에서,113,120,35580,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
391,11320000,공격력,200,상대팀 진영에서,113,30,35610,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
392,11320100,수비력,201,상대팀 진영에서,113,30,35640,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
393,11320200,제공권,202,상대팀 진영에서,113,30,35670,3,4,5,5,6,6,7,7,8,9,10,33,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
394,11320300,패스능력,203,상대팀 진영에서,113,30,35700,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
395,11320400,이동능력,204,상대팀 진영에서,113,30,35730,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
396,11320500,체력,205,상대팀 진영에서,113,30,35760,3,4,5,5,6,6,7,7,8,9,10,33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,40
397,11320600,돌파력,206,상대팀 진영에서,113,30,35790,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
398,11321000,치명적 단거리율,210,상대팀 진영에서,113,200,35990,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
399,11321100,치명적 중거리율,211,상대팀 진영에서,113,200,36190,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
400,11321200,치명적 태클율,212,상대팀 진영에서,113,200,36390,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
401,11321300,치명적 스틸율,213,상대팀 진영에서,113,200,36590,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
402,11321400,치명적 헤딩율,214,상대팀 진영에서,113,200,36790,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
403,11321500,치명적 몸싸움율,215,상대팀 진영에서,113,200,36990,3,4,5,6,7,8,9,10,11,12,160,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0
404,11420700,모든 능력치,207,자기 포지션에서,114,40,37030,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
405,11410000,달리기,100,자기 포지션에서,114,120,37150,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
406,11410100,드리블,101,자기 포지션에서,114,120,37270,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
407,11410200,순발력,102,자기 포지션에서,114,120,37390,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
408,11410300,지구력,103,자기 포지션에서,114,120,37510,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
409,11410400,탄력,104,자기 포지션에서,114,120,37630,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
410,11410500,몸싸움,105,자기 포지션에서,114,120,37750,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
411,11410600,크로스,106,자기 포지션에서,114,120,37870,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
412,11410700,숏패스,107,자기 포지션에서,114,120,37990,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
413,11410800,롱패스,108,자기 포지션에서,114,120,38110,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
414,11410900,헤딩슛,109,자기 포지션에서,114,120,38230,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
415,11411000,단거리슛,110,자기 포지션에서,114,120,38350,3,3,4,5,6,7,8,9,10,11,8,8,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
416,11411100,중거리슛,111,자기 포지션에서,114,50,38400,3,3,4,5,6,7,8,9,10,11,8,20,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
417,11411200,키핑,112,자기 포지션에서,114,120,38520,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
418,11411300,스틸,113,자기 포지션에서,114,120,38640,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
419,11411400,태클,114,자기 포지션에서,114,120,38760,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
420,11420000,공격력,200,자기 포지션에서,114,30,38790,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
421,11420100,수비력,201,자기 포지션에서,114,30,38820,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
422,11420200,제공권,202,자기 포지션에서,114,200,39020,3,4,5,5,6,6,7,7,8,9,10,5,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
423,11420300,패스능력,203,자기 포지션에서,114,30,39050,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
424,11420400,이동능력,204,자기 포지션에서,114,30,39080,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
425,11420500,체력,205,자기 포지션에서,114,30,39110,3,4,5,5,6,6,7,7,8,9,10,33,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
426,11420600,돌파력,206,자기 포지션에서,114,30,39140,3,4,5,5,6,6,7,7,8,9,10,33,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,20,40
427,11421000,치명적 단거리율,210,자기 포지션에서,114,200,39340,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
428,11421100,치명적 중거리율,211,자기 포지션에서,114,200,39540,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
429,11421200,치명적 태클율,212,자기 포지션에서,114,200,39740,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
430,11421300,치명적 스틸율,213,자기 포지션에서,114,200,39940,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
431,11421400,치명적 헤딩율,214,자기 포지션에서,114,200,40140,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
432,11421500,치명적 몸싸움율,215,자기 포지션에서,114,200,40340,3,4,5,6,7,8,9,10,11,12,160,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0
433,11520700,모든 능력치,207,시작후 1분 동안,115,40,40380,2,3,4,4,5,5,6,6,7,7,20,25,10,10,60,60,20,60,5,10,10,10,10,20,20,20,20,20,0,0
434,11510000,달리기,100,시작후 1분 동안,115,120,40500,3,3,4,5,6,7,8,9,10,11,8,8,5,30,30,30,30,100,100,30,30,30,30,30,30,30,30,100,0,0
435,11510100,드리블,101,시작후 1분 동안,115,120,40620,3,3,4,5,6,7,8,9,10,11,8,8,30,30,100,100,100,30,30,30,30,30,30,30,30,30,30,30,0,0
436,11510200,순발력,102,시작후 1분 동안,115,120,40740,3,3,4,5,6,7,8,9,10,11,8,8,100,5,30,30,30,30,30,30,30,30,30,30,30,30,30,100,0,0
437,11510300,지구력,103,시작후 1분 동안,115,120,40860,3,3,4,5,6,7,8,9,10,11,8,8,30,100,5,30,30,100,100,100,30,30,30,30,30,30,30,30,0,0
438,11510400,탄력,104,시작후 1분 동안,115,120,40980,3,3,4,5,6,7,8,9,10,11,8,8,30,100,30,5,30,30,30,30,100,100,100,100,30,30,30,30,0,0
439,11510500,몸싸움,105,시작후 1분 동안,115,120,41100,3,3,4,5,6,7,8,9,10,11,8,8,30,30,30,30,5,30,30,30,30,30,30,30,100,100,100,100,0,0
440,11510600,크로스,106,시작후 1분 동안,115,50,41150,3,3,4,5,6,7,8,9,10,11,8,20,100,30,30,100,100,5,100,30,30,30,30,30,30,30,30,30,0,0
441,11510700,숏패스,107,시작후 1분 동안,115,120,41270,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,5,100,30,30,30,30,30,30,30,30,0,0
442,11510800,롱패스,108,시작후 1분 동안,115,120,41390,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,30,30,50,5,100,30,30,30,30,30,100,30,0,0
443,11510900,헤딩슛,109,시작후 1분 동안,115,120,41510,3,3,4,5,6,7,8,9,10,11,8,8,100,30,30,100,100,30,50,30,5,100,30,30,30,100,100,100,0,0
444,11511000,단거리슛,110,시작후 1분 동안,115,60,41570,3,3,4,5,6,7,8,9,10,11,8,16,15,15,15,15,15,100,15,15,15,15,15,15,15,15,15,15,0,0
445,11511100,중거리슛,111,시작후 1분 동안,115,120,41690,3,3,4,5,6,7,8,9,10,11,8,8,15,15,15,15,15,100,15,15,15,15,5,15,15,15,15,15,0,0
446,11511200,키핑,112,시작후 1분 동안,115,60,41750,3,3,4,5,6,7,8,9,10,11,8,16,30,30,100,30,30,100,50,100,100,100,30,5,30,30,100,30,0,0
447,11511300,스틸,113,시작후 1분 동안,115,120,41870,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,100,100,100,100,100,5,100,100,5,0,0
448,11511400,태클,114,시작후 1분 동안,115,120,41990,3,3,4,5,6,7,8,9,10,11,8,8,15,15,100,15,15,15,50,30,30,30,30,30,30,5,100,100,0,0
449,11520000,공격력,200,시작후 1분 동안,115,60,42050,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,10,50,30,20,20,20,20,20,20,20,20,20,20,40
450,11520100,수비력,201,시작후 1분 동안,115,60,42110,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,50,10,10,10,10,10,10,10,10,50,50,50,20,40
451,11520200,제공권,202,시작후 1분 동안,115,60,42170,3,4,5,5,6,6,7,7,8,9,10,16,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
452,11520300,패스능력,203,시작후 1분 동안,115,60,42230,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,20,40
453,11520400,이동능력,204,시작후 1분 동안,115,60,42290,3,4,5,5,6,6,7,7,8,9,10,16,10,10,10,10,10,10,50,10,10,10,10,10,10,10,10,10,20,40
454,11520500,체력,205,시작후 1분 동안,115,60,42350,3,4,5,5,6,6,7,7,8,9,10,16,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40
455,11520600,돌파력,206,시작후 1분 동안,115,60,42410,3,4,5,5,6,6,7,7,8,9,10,16,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,40
456,11521000,치명적 단거리율,210,시작후 1분 동안,115,200,42610,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,20,40
457,11521100,치명적 중거리율,211,시작후 1분 동안,115,200,42810,3,4,5,6,7,8,9,10,11,12,40,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
458,11521200,치명적 태클율,212,시작후 1분 동안,115,200,43010,3,4,5,6,7,8,9,10,11,12,100,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
459,11521300,치명적 스틸율,213,시작후 1분 동안,115,200,43210,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
460,11521400,치명적 헤딩율,214,시작후 1분 동안,115,200,43410,3,4,5,6,7,8,9,10,11,12,160,5,130,130,5,5,5,5,5,130,130,130,130,130,10,10,10,10,0,0
